imageid,keywords,year,_material,_height,_width,_time,_description
8f93be32-a04d-4f90-b789-43e197b15876,"sketch,drawing",1890,"pencil on paper",850,1340,1890,"Fishing Boat"
9c4a9208-c3f3-4807-80d2-97d9369acb7d,"sketch,drawing",1890,"pencil on paper",850,1340,1890,"Head of a Dog"
5c8678d8-f5d3-4ead-9266-3c0be0880152,"Nuenen,drawing,Figures",1884,"pencil on paper",2090,3500,"1884 - 1885","Two Hands"
2a949a9d-63ae-4201-a635-aaf6b850ad2d,"Drenthe,drawing,landscape,Nature,Peasant Life",1883,"watercolour on paper",5410,4170,1883,"Landscape with a Stack of Peat and Farmhouses"
7eb265d6-f638-4241-9ce1-442536d8bdb1,"Paris,drawing,Cityscape",1887,pencil,5390,3950,1887,"View from the Apartment in the Rue Lepic"
653ba991-5561-4393-abbb-ea0ff0b1c024,"sketch,drawing",1890,"chalk on paper",850,1340,1890,Woman
b12ae834-4acf-4788-af11-ef3d450c9c61,"Nuenen,sketch,drawing",1884,"pencil on paper",750,1240,"1884 - 1885","Construction drawing of a perspective frame and a stand"
af3d7bfc-59f9-4e2d-9cb7-e067bcef3c0e,"sketch,drawing",1890,"pencil on paper",850,1340,1890,"Landscape with a Tree"
1c18d304-00f4-47af-b738-fed85ecbb2c3,"sketch,drawing",1890,"pencil on paper",850,1340,1890,Poultry
da5e7118-c973-479b-aead-8911e45fbadd,"Paris,painting,Self-Portrait",1887,"oil on canvas",3150,4180,1887,"Self-Portrait with Straw Hat"
bd4c0940-a2e4-469e-8415-38833511c10b,"Paris,sketch,drawing",1886,"pencil on paper",1980,1080,1886,"Head of a Man with Sun Visor"
00ec516b-33f5-47d9-b30c-10af576429b0,"The Hague,drawing,sketch,Figures",1883,,670,1000,1883,"Little Child"
a813d730-ced1-4fc7-8ea1-73e9db76cddb,"1871 - 1880,Etten,drawing,Townscape",1876,pencil,1780,950,1876,"Vicarage and Church at Etten"
6573a6a4-d876-4a8d-97e8-ed054b8b5ff6,"Nuenen,drawing,Figures,interior,Peasant Life",1884,"watercolour on paper",3540,4480,1884,"Man Winding Yarn"
eb66d779-cf90-4fbc-bcf1-13f086266e95,"sketch,drawing",1885,pencil,1360,1020,"1885 - 1886","Head of a Woman and notes"
3277176e-9b54-44ee-b4c7-e7a0bf726393,"",1885,"pencil on paper",1360,1020,"1885 - 1886","Inside endpaper with notes and rubbing"
84e7118f-b0bb-4eed-a4e8-01c061c21ddc,"Arles,painting,Nature,landscape,Cityscape,Blossom",1889,"oil on canvas",6550,5350,1889,"Orchards in Blossom, View of Arles"
bee531af-db9a-4b3c-aadf-b3f6917c8912,"Nuenen,sketch,drawing",1884,"pencil on paper",750,1240,"1884 - 1885","Two Heads of Men"
81370c85-a7f9-46bc-be5c-721fd5e28871,"Paris,drawing,Figures,nude",1886,pencil,1310,2160,1886,"Standing Male Nude Seen from the Front"
5bb587a6-a6a7-4a07-b0bf-0aaeb6207fe0,"sketch,drawing",1885,"pencil on paper",940,1020,"1885 - 1886","Head of a Woman"
2570dc04-542c-4c95-b090-138b8283fbf7,"sketch,drawing",1886,"chalk on paper",1360,1020,1886,Foot
81fd4d4b-6a49-4f93-aeca-5f512cc5e69d,"The Hague,drawing,Figures",1882,charcoal,2570,3380,"1882 - 1883",Baby
f6c9c490-a95a-4534-93d1-4d325f3d6cb2,"Nuenen,drawing,Figures,Peasant Life",1885,"chalk on paper",2800,4450,1885,Digger
20157794-505e-440f-90fb-44ebb90a7655,"Saint-Rémy-de-Provence,drawing,Figures,Peasant Life",1890,"chalk on paper",2810,2370,1890,"Two Peasant Women Digging"
fd6ec75a-20ae-4f05-8f3a-4c5fc8e53184,"Nuenen,drawing,Figures,interior,Peasant Life",1885,"(probably lithographic) crayon on paper",3530,4320,1885,"Woman by a Hearth"
2bc5a335-9040-4309-8a7c-935c2d9ce21d,"Nuenen,drawing,Figures",1885,"chalk on paper",2100,3460,1885,"Woman with a Shawl"
2baa0542-2e42-4cbc-8807-5eb1ba960dc0,"sketch,drawing",1890,"chalk on paper",850,1340,1890,Digger
10019570-b8e6-4e18-9da6-1ab1b2128c9f,"Paris,drawing,study,Figures,Still Life,nude",1886,"chalk on paper",4550,6110,1886,"Torso of Venus"
2634d16b-1050-4079-90ce-1fa7fda2239b,"Saint-Rémy-de-Provence,painting,Figures,interior,Peasant Life",1889,"oil on canvas",9300,7420,1889,"Evening (after Millet)"
389e3cb0-e008-49a5-972d-46041ac4201a,"1871 - 1880,Ramsgate,drawing,Cityscape",1876,pencil,1090,690,1876,"View of Royal Road, Ramsgate"
3069f5d7-9d02-4e6f-a8fe-cf2301042203,"The Hague,drawing,Figures",1882,"pencil on paper",3020,5040,1882,"Old Man with a Stick"
ffb5bebb-25a9-41f2-9c13-25062ba95760,"Paris,drawing,Figures",1886,pencil,2330,1120,1886,"Restaurant Menu"
1d320a79-6e8b-4474-ba21-33dd0dd9958c,"Nuenen,painting,Still Life",1885,"oil on canvas",6040,4500,1885,"Basket of Apples"
5b91962b-ef16-438f-87b7-c2bf2eb9719d,"sketch,drawing",1890,"pencil on paper",850,1340,1890,"The Town Hall"
23ce942d-6e19-4c68-8d43-8d8073b05c57,"sketch,drawing",1890,chalk,850,1340,1890,Woman
9330ff92-31e1-4a74-aae0-daa7dc5ce76f,"Nuenen,sketch,drawing",1884,"pencil on paper",750,1240,"1884 - 1885","Head of a Man"
5b7d2746-f71a-478b-aaeb-ea7750b06113,"Auvers-sur-Oise,painting,landscape,Animals,Nature",1890,"oil on canvas",10300,5050,1890,"Wheatfield with Crows"
1355f45b-d0f6-4fd4-8efe-16a8ab7ea1fa,"sketch,drawing",1886,"chalk on paper",1360,1020,1886,"Part of a Torso and Arm"
813c6ee4-c88c-4ff0-9dec-fdb5e8d3c58d,"Saint-Rémy-de-Provence,drawing,Nature",1889,"chalk on paper",2470,3300,1889,"Pine Trees and Wall in the Garden of the Asylum"
c4d7eadb-9544-4d70-a50c-73c40c951880,"Arles,drawing,landscape",1888,pencil,2570,3480,1888,"Landscape with Hut"
f83fd1bd-5562-4627-bf26-98ac6fd9fbba,"sketch,drawing",1890,"chalk on paper",850,1340,1890,"Head of a Child"
1f9442d2-a001-400f-b050-f52fe855febd,"Paris,drawing,Figures,Still Life,nude",1887,"chalk on paper",3220,2460,1887,"Male Torso and Study for &#39;Portrait of a Woman with Flowers&#39;"
1814dcf1-d738-4d13-ab28-bcc24b4ea910,"Nuenen,drawing,Figures,Heads,Peasant Life",1884,"pencil on paper",2070,3330,"1884 - 1885","Head of a Young Man with a Pipe"
1987bee6-8762-4c22-8e8d-0dbe6f09aa20,"Nuenen,sketch,drawing",1884,"pencil on paper",750,1240,"1884 - 1885","Construction drawing of a perspective frame"
1e4da2b5-fc14-44aa-99ac-cc279eb1e53f,"Nuenen,drawing,landscape",1884,pencil,3930,5420,1884,"Avenue of Poplars"
15fca8a4-9964-42b0-83fd-591adcfb2ed0,"Paris,drawing,Cityscape",1887,pencil,5440,4010,1887,"The Boulevard de Clichy"
44e2631e-78ee-49cb-8799-87976e4a4209,"Nuenen,sketch,drawing",1884,"pencil on paper",750,1240,1884,"Head of a Woman"
aa0392dd-0c79-49b2-ba59-74390a7f1e19,"Antwerp,sketch,drawing",1886,"pencil on paper",1360,1020,1886,"Plaster Cast of a Woman&#39;s Torso"
fcae3a9e-52ad-401c-85c9-eb9eba60ee9c,"Paris,drawing,study,Figures,Still Life,nude",1886,"chalk on paper",6200,4750,1886,"Studies of a Seated Girl, L&#39;Ecorch&#233; and Venus"
7acfb285-51b8-4cd1-a899-5953ecf1471e,"sketch,drawing",1890,"chalk on paper",850,1340,1890,"Train Carriages"
5602304e-85aa-4e71-8678-d67d15e994a1,"Nuenen,drawing,Figures",1884,"pencil and watercolour",2840,3990,1884,"Young Man with a Pipe"
66457ca8-99ca-48e1-97f4-a429f6007f3b,"Paris,drawing,study,Figures,Still Life,nude",1886,"charcoal (?)",3970,5090,1886,Venus
acc82401-7327-48e9-b3ed-3f355afc13f7,"Arles,drawing,landscape,Nature",1888,pencil,6100,4900,1888,"La Crau Seen from Montmajour"
7e3d3fbf-a8b9-4914-927f-814aad60df93,"Nuenen,drawing,Figures,Peasant Life",1885,"chalk on paper",2270,3020,1885,"Peasant Lifting Potatoes"
9c139195-66a6-4214-b0a6-417f4eeaa1b3,"Arles,drawing,Figures,landscape,Peasant Life",1888,pencil,3460,2580,1888,"Figures in a Field"
187f6354-69ff-43d5-96b9-3b3ce1ae3249,"Paris,cover",1886,"cream-coloured linen",1980,1090,1886,"Back cover"
9dd953ff-9579-4f1b-ab8b-5809c0fa84f6,"Nuenen,sketch,drawing",1884,"pencil on paper",750,1240,"1884 - 1885","Man with Wheelbarrow"
0f59a209-d380-4f90-88e8-f9ff63ec7aff,"The Hague,drawing,Figures,Heads",1883,pencil,2630,4540,1883,"Head of a Woman"
3c535a50-a4d2-433d-ba21-708bcfac6be8,"Auvers-sur-Oise,drawing,Figures,Peasant Life",1890,"pencil on paper",4750,2130,1890,"Sketch of Women Working"
53e87f7f-6e53-45ea-861f-60ff77441ef1,"sketch,drawing",1890,"chalk on paper",850,1340,1890,Woman
e16e23f0-b71c-4616-b0e6-a061f524e01b,"Saint-Rémy-de-Provence,drawing,Figures,Animals,Peasant Life",1889,"chalk on paper",3280,2470,1889,"Study of Horses and a Peasant"
706e660c-754b-4e14-a4eb-222a93b6121c,"sketch,drawing",1890,"pencil on paper",850,1340,1890,"Woman and Head"
8d745835-bd33-44e4-8d0c-2f6f2f53a429,"Nuenen,drawing,landscape",1883,pencil,2060,2860,1883,Melancholy
39555693-5dac-402a-850f-0508c7de9a96,"Nuenen,sketch,drawing",1884,"pencil on paper",750,1240,"1884 - 1885","Artist in Front of a Perspective Frame"
00c17090-a0b4-4d27-a3ac-02b5b40764b4,"Antwerp,drawing,Cityscape",1885,"chalk on paper",2260,2990,1885,"The Spire of the Church of Our Lady"
6a5ba2ac-1cff-4923-ba89-9d1940c385a2,"Auvers-sur-Oise,drawing,landscape",1890,chalk,3120,2420,1890,"Landscapes with Houses"
ea381cff-9698-4d60-8bf1-288e7529c7a1,"1871 - 1880,drawing,Townscape",1879,pencil,3750,2640,1879,"Coke Factory in the Borinage"
65e4596c-6273-47c3-ba9e-cdc3802482e6,"Saint-Rémy-de-Provence,painting,Figures,Peasant Life",1889,"oil on canvas",3300,4400,1889,"The Reaper (after Millet)"
b67769b0-bb45-4911-a6fc-01bca5325098,"Nuenen,drawing,Figures,Peasant Life",1885,"chalk on paper",4020,4920,1885,"Peasant Woman Lifting Potatoes"
07944be6-66e5-4b9b-9427-6d000be6fd3c,"Nuenen,painting,Still Life",1884,"oil on canvas",4180,3150,"1884 - 1885","Still Life with Bottles and Earthenware"
984b696a-5b9d-4a1e-8c29-13334fc7d3e8,"Paris,drawing,Figures,Cityscape",1887,pencil,2950,2110,1887,"Shopping Street in Montmartre by Night"
f505decf-0e2f-407c-953a-cb38592ad512,"Nuenen,drawing,Figures,interior,Peasant Life",1885,"chalk on paper",2320,3040,1885,"Woman Peeling Potatoes"
c4bbfbfe-bed0-4997-b929-e709391bf5ce,"sketch,drawing",1890,"pencil on paper",850,1340,1890,"Man Digging and note"
200e26d6-b682-40fe-b51f-635fe8e9e35d,"Nuenen,drawing,Figures",1885,"chalk on paper",2090,3460,1885,"Woman with her Left Arm Raised"
efd72316-4879-4ddf-92a1-5e5c71530af3,"Nuenen,drawing,Figures",1884,pencil,2110,3450,"1884 - 1885","Three Hands"
65860f2b-2dd8-42bf-8560-2f242ccf4c4a,"Nuenen,drawing,Figures",1885,"chalk on paper",3460,2150,1885,"Woman with a Shawl"
569858c3-1095-46bd-b7b2-37e0cf7e4046,"Nuenen,sketch,drawing",1884,"pen and ink on paper",750,1240,"1884 - 1885","Head of a Man"
ee1bd2f0-30fc-4a3f-a5a5-a58f3903e30c,"Nuenen,drawing,landscape,Townscape",1884,pencil,5460,4030,1884,"Winter Garden"
32917118-737f-4f67-a998-83606e27af50,"Nuenen,drawing,Figures,Peasant Life",1885,"chalk on paper",4450,5630,1885,"Peasant Woman Binding Sheaves"
edd9b6a8-68fc-4d7c-86fc-20a3f8e8f86c,"Saint-Rémy-de-Provence,drawing,Figures,Peasant Life",1890,"pencil on paper",2530,2440,1890,"Three Figures Eating"
73ad6abf-2807-4959-b6de-743db8fc571c,"Nuenen,painting,study,Figures,Heads,Peasant Life",1885,"oil on canvas",3620,4350,1885,"Head of a Woman"
2b5615eb-dd74-41bc-8806-88cb4a19a336,"Paris,painting,Portrait,interior",1887,"oil on canvas",4700,5550,1887,"In the Caf&#233;: Agostina Segatori in Le Tambourin"
335b307e-18c0-4147-b360-105cd4aa3bf4,"Paris,painting,Portrait,Figures",1886,"oil on canvas",2200,3230,1886,"Portrait of a Woman"
f0bf021c-4ecd-4a2c-a5b5-dca5accc37e3,"Saint-Rémy-de-Provence,painting,Figures,Peasant Life",1889,"oil on canvas",2620,4400,1889,"The Woodcutter (after Millet)"
29f4c0a9-e8f7-4c87-add4-198fd455fa9e,"Arles,painting,Nature,landscape,Blossom",1889,"oil on canvas",9310,7320,1889,"Orchard in Blossom"
00526ee8-443d-4447-b9c8-2827450bdd5b,"Auvers-sur-Oise,drawing,Figures,Peasant Life",1890,"chalk on paper",2380,3140,1890,"Peasant with a Scythe"
816ac70a-30a5-41f4-ad3e-3b91bc378871,"Paris,painting,Still Life",1886,"oil on canvas",3480,2650,1886,"Prawns and Mussels"
bc082591-dc3f-4a1b-9e86-e97b35565f74,"Auvers-sur-Oise,drawing,Figures,Peasant Life",1890,"chalk on paper",2390,3050,1890,"Peasant Woman Working the Land"
7dc47cfd-71ac-42d8-b364-d4c59febf54d,"The Hague,print,Figures",1882,lithography,2520,4810,1882,"Old Man with a Stick"
f38567c2-96c4-4ead-8e44-66e135939a67,"The Hague,drawing,Figures",1883,chalk,4440,5650,1883,"Soup Distribution in a Public Soup Kitchen"
370dd068-13b2-4cd8-ba07-f67382f462e9,"Paris,drawing,study,Figures,Still Life,nude",1886,charcoal,3050,4770,1886,Idol
b2a181b2-ce23-45a6-a4d5-916454ec7cb9,"sketch,drawing",1890,"pencil on paper",850,1340,1890,"Les Alyscamps"
91d464b9-9e3e-4291-b5cd-18704777fa38,"Saint-Rémy-de-Provence,painting,landscape",1889,"oil on canvas",7450,6000,1889,"Entrance to a Quarry"
961504f5-119f-42a9-baba-9767b86d00c6,"Paris,drawing,study,Figures,Still Life,nude",1886,charcoal,3130,4770,1886,Idol
d32e6ace-9df4-4db7-b1db-948ed8c967fb,"Paris,drawing,study,Figures,Still Life,nude",1886,"chalk on paper",1980,3830,1886,"Venus in a Top Hat"
fecab037-8026-4e4a-b731-5f7af318a2ea,"Saint-Rémy-de-Provence,drawing,Figures,Peasant Life",1890,"chalk on paper",2390,2820,1890,"Peasant Digging"
3e59d902-91f9-42ed-83ce-ea3ccfb3131e,"Paris,sketch,drawing",1886,"chalk on paper",1980,1090,1886,"Head of a Man"
5c50c534-5ab5-471d-ad9b-aebfe1b04272,"Nuenen,drawing,landscape,Peasant Life",1885,"chalk on paper",5630,4430,1885,"Stooks and a Mill"
cf6da4e6-9f96-48f7-9280-765813ec28ad,"Paris,drawing,Figures,nude",1886,"chalk on paper",3100,4730,1886,"Standing Male Nude Seen from the Front"
a34471f3-d12a-47e6-bb14-719c78aed0d6,"sketch,drawing",1890,"chalk on paper",850,1340,1890,"Figures with Horse"
4493c1a8-767b-485b-9547-d24e8b7f1798,"Nuenen,drawing,landscape,Nature",1884,pencil,4500,3580,1884,"Pine Trees in the Fen"
c11749f2-d086-40de-ab84-be782a37a7e2,"Auvers-sur-Oise,drawing,landscape,Figures,Peasant Life",1890,"crayon on paper",3120,2380,1890,"Landscape with Peasants Reaping"
1a27b313-634a-49f9-a776-8b0419ab0211,"Paris,painting,Self-Portrait",1887,"oil on canvas",5000,6510,"1887 - 1888","Self-Portrait as a Painter"
2b913d1a-ebb8-4b71-b830-b6be89d82d4b,"The Hague,drawing,Figures",1882,"pencil on paper",3100,4980,1882,"Man and Woman Seen from the Back"
408bf460-bafe-44e1-8ad3-51b0fe7c8de5,"Saint-Rémy-de-Provence,drawing,Figures,interior,Peasant Life",1890,"chalk on paper",3160,2380,1890,"Figures by the Fireplace"
21917a45-9943-494c-a386-c116a6add21d,"Auvers-sur-Oise,drawing,Still Life,Heads",1890,"chalk on paper",2380,3140,1890,"Egyptian Head"
02c1c4dc-9897-449b-9c0c-4d1d146b4d32,"sketch,drawing",1890,,850,1340,1890,"Indistinct image"
3542d3e5-8be0-4b45-9d7e-85ca1f89c2ed,"The Hague,drawing,Figures,Heads",1883,pencil,3160,5050,1883,"Head of a Fisherman with a Sou&#39;wester"
4afc3852-fe3e-498d-a4ac-8d55f71d0965,"Nuenen,painting,Still Life",1885,"oil on canvas",7850,6570,1885,"Still Life with Bible"
0f3ba9ac-8b67-4098-b9a2-a267b31cab43,"Nuenen,sketch,drawing",1884,pencil,750,1240,"1884 - 1885","Portrait of a Man"
6f8cb809-a185-4c4c-9589-069307c34770,"Antwerp,drawing,Still Life,Figures,nude",1886,"chalk on paper",4430,5620,1886,"The Discus Thrower"
bb8ba6af-ef86-4ad9-aa86-b847a6b533e5,"Nuenen,drawing,Figures,Still Life",1885,"chalk on paper",3440,2120,1885,"Hand with a Pot, the Knob of a Chair and a Hunk of Bread"
f1c179ae-c131-4cca-b4a7-a4e3e1ed646a,"Paris,painting,Nature,landscape",1887,"oil on canvas",6520,5370,1887,"Wheatfield with Partridge"
33751777-1746-4b48-b30b-919c0e48bddb,"Antwerp,drawing,Figures,Heads",1885,"chalk on paper",920,1650,1885,"Head of a Man"
fbbdcdf1-6f4b-433b-8d89-d81811c00cc9,"Saint-Rémy-de-Provence,painting,landscape,Nature",1889,"oil on canvas",5910,4550,1889,"Olive Grove"
6e9659d2-1306-4a54-9f32-0a60927ffea8,"Antwerp,drawing,Figures",1886,charcoal,3940,5080,1886,"Standing Man Seen from the Back"
5e16a4b8-c4a9-4161-9766-5855f1a669c7,"sketch,drawing",1890,"chalk on paper",850,1340,1890,Woman
faa39032-4a10-4905-aed7-f143370d3a58,"Nuenen,drawing,Figures,Heads,Peasant Life",1884,pencil,670,820,"1884 - 1885","Head of a Woman"
64b3f814-0c58-41d1-9335-e38f8d139355,"Arles,painting,landscape",1888,"oil on canvas",5090,4530,1888,"Farmhouse in a Wheatfield"
b24445d1-3016-4648-81f2-ccdb3e7b6b9b,"Nuenen,sketch,drawing",1884,"chalk on paper",750,1240,"1884 - 1885","Garden in the Snow"
c4cf9801-c990-4539-921d-4464ebbdde4c,"Paris,sketch,drawing",1886,"pencil on paper",1980,1090,1886,"Two Skeletons on Horseback and Windmills"
99a8cf49-6a9c-41dc-b1c1-cc76659943db,"Paris,drawing,Figures,nude",1886,"chalk on paper",3080,4770,1886,"Standing Male Nude Seen from the Front"
5d73d023-0347-4fc4-8276-d9ebac89d8b3,"Paris,drawing,study,Figures,Still Life,Cityscape,nude",1887,chalk,2460,3210,1887,"Torso of Venus and a Landscape"
2785112c-da0f-4c8c-9f25-582bd2008ada,"Nuenen,painting,Figures,interior,Peasant Life",1885,"oil on canvas",3420,4320,1885,"Woman Sewing"
987e1770-57ff-4543-8411-c7171ef856e1,"Paris,drawing,Figures,nude",1887,"pencil on paper",3160,2400,1887,"Study for &#39;Reclining Female Nude&#39;"
c534d1e6-2fa6-4a83-a3ae-10175c68a83a,"Paris,sketch,drawing",1886,"chalk on paper",1980,1090,1886,"Man Drawing"
9062d852-0558-4780-acc8-3a1294b7e1ff,"Nuenen,sketch,drawing",1884,"chalk on paper",750,1240,"1884 - 1885","Head of a Woman"
f87b0fb1-2103-4deb-9471-d4f33819b337,"Antwerp,sketch,drawing",1885,"pencil on paper",1360,1020,1885,"Street View with People Walking"
daad7c46-ca1b-47fc-867b-248815e92e1d,"Saint-Rémy-de-Provence,drawing,landscape",1890,"pencil on paper",3280,2520,1890,"The Walled Wheatfield"
7d9c0616-1a5e-4ff8-aea7-b70071410a81,"Auvers-sur-Oise,drawing,Figures,Peasant Life",1890,"chalk on paper",3050,2390,1890,"Two Peasant Women in a Field"
895e7066-99d7-43b9-b9b8-b0c8cc18319f,"Auvers-sur-Oise,painting,Nature",1890,"oil on canvas",10010,5030,1890,"Tree Roots"
94629515-c95a-4a94-9f4c-69b1446a38c3,"Saint-Rémy-de-Provence,drawing,landscape,Nature",1890,"pencil on paper",3240,2330,1890,"The Walled Wheatfield with Pruned Tree"
2dea76da-b2f6-42a3-88d6-46b8471907f0,"Nuenen,drawing,interior",1885,"pencil on paper",3460,2080,1885,"Lamp in Front of a Window"
e0157013-457a-432e-a1be-9a2a7e2f9979,"Saint-Rémy-de-Provence,drawing,landscape,Townscape,Figures,Peasant Life",1890,"pencil on paper",3190,2380,1890,"Landscape with Figures Pushing Wheelbarrows"
ea4d47c4-b3b6-4f9f-978c-aaa29680f580,"Paris,painting,Still Life",1887,"oil on canvas",3040,4240,1887,Skull
8d725b59-ea16-47c7-8260-cd3104452553,"Nuenen,sketch,drawing",1884,"pen and ink on paper",750,1240,"1884 - 1885","Two Heads"
6dde53a4-9da7-4d69-9111-2d53faab98aa,"Saint-Rémy-de-Provence,painting,Nature,Blossom",1890,"oil on canvas",9240,7330,1890,"Almond Blossom"
18641d1f-7fe0-426a-93ad-78aa979e92ef,"Nuenen,painting,Still Life",1885,"oil on canvas",8050,6550,1885,"Still Life with Brass Cauldron and Jug"
5859385b-77e7-45bc-9dd3-47938286f197,"Paris,drawing,Figures,nude",1886,"chalk on paper",2360,3050,1886,"Seated Girl Seen from the Front"
967c20ee-ae23-40f9-acfb-50216d1fd965,"sketch,drawing",1890,"pencil on paper",850,1340,1890,Horse
fc88dcdc-09c7-4129-88f7-80d8e778262b,"Nuenen,sketch,drawing",1884,"pencil on paper",750,1240,"1884 - 1885","Head of a Woman and possibly a construction drawing"
af07a020-dc53-4bb1-a028-a610f3c75a33,"The Hague,drawing,Figures,Heads",1882,pencil,2710,4330,"1882 - 1883","Head of a Woman"
38391b90-9dfb-4f54-9b84-fad6458a9caf,"Paris,drawing,study,Figures,Still Life,nude",1886,charcoal,3080,4750,1886,Idol
aa465fa0-412c-47ed-ab85-af75f7adbb71,"Nuenen,drawing,Figures,Peasant Life",1884,pencil,3480,2130,1884,Weaver
10d54e23-01a7-4c3f-9a98-0d355702c65e,"Paris,sketch,drawing",1886,"pencil on paper",1980,1090,1886,"Windmill and Two Figures"
a3cd1f25-b281-4e30-b4a9-1ff49a1949fd,"Nuenen,drawing,Cityscape",1885,watercolour,2950,2080,1885,"A Sunday in Eindhoven"
38ac21dc-c1e7-4554-a2c9-fb12bf41b4dc,"Auvers-sur-Oise,painting,landscape,Townscape,Nature",1890,"oil on canvas",5120,5100,1890,"Daubigny&#39;s Garden"
6a3e450a-c0ea-45f0-866c-b9de07762d5d,"Paris,painting,Portrait",1887,"oil on cardboard",1410,1900,1887,"Portrait of Theo van Gogh"
ed4b79c5-7367-492a-9676-e76b88d366ac,"Paris,drawing",1886,"chalk on paper",4780,3180,1886,"The Hill of Montmartre"
925f1aad-8c02-4fdb-b362-466c7ebc1031,"sketch,drawing",1890,"pencil on paper",850,1340,1890,Horse
95ca48dd-fe09-46ed-9cc3-fe1e17fda1fe,"Saint-Rémy-de-Provence,drawing,Figures,Peasant Life",1890,"pencil on paper",3180,2380,1890,"Studies of Working Figures"
1377dc63-cdb1-45a5-88de-6eff53a1e857,"Nuenen,drawing,Figures,Peasant Life",1885,"chalk on paper",1970,3290,1885,"Peasant Woman Lifting Potatoes"
3e32fe9f-5ca1-41af-b421-a9ad94af716c,"Nuenen,drawing,Figures,Peasant Life",1885,"chalk on paper",4240,5450,1885,"Digger in a Potato Field: February"
27f73086-65b0-49ef-9a63-7004ff44870c,"Paris,painting,Cityscape",1887,"oil on canvas",3620,4320,1887,"Allotment with Sunflower"
6dbcadd1-9c3b-4462-ae68-771302f51f35,"Saint-Rémy-de-Provence,drawing,Figures,interior,Peasant Life",1890,"pencil on paper",3200,2320,1890,"Interior with Five Figures Around a Table"
82a20d5a-c6e0-4ff4-8cdd-9bb19a052558,"Etten,drawing,Figures,Peasant Life",1881,chalk,4190,6110,1881,"Man with a Sack of Wood"
c17f7f72-bc83-4897-b549-8877d978508a,"Arles,painting,Still Life,Blossom",1888,"oil on canvas",1950,2450,1888,"Sprig of Flowering Almond in a Glass"
4879e178-dfec-47a0-b1e3-8b9400c3c57b,"Nuenen,sketch,drawing",1884,"chalk on paper",750,1240,"1884 - 1885",Man
3e2434ee-c4d7-490c-8029-08f21a66c32b,"Paris,painting,Nature",1887,"oil on canvas",3800,4600,1887,Undergrowth
ce708df3-86a4-42af-ac7d-8d5201248995,"Saint-Rémy-de-Provence,drawing,landscape,Nature",1889,"reed pen and pen and ink",6180,4700,1889,"The Enclosed Wheatfield After a Storm"
ee60dcbb-18a5-4330-a4c5-eb223d31fe4b,"The Hague,drawing,Figures",1883,pencil,3230,4800,1883,"Girl Kneeling by a Cradle"
eaaab80a-71de-42b3-a22e-cc5602d1193c,"Paris,painting,Cityscape",1886,"oil on canvas",7280,5390,1886,"View of Paris"
0ef7e550-8c85-4aa9-b98f-ef8bf7a1a09f,"Nuenen,sketch,drawing",1885,"chalk on paper",1360,1020,1885,Cottage
1d608bc3-259a-42ea-9658-f1a99fee6311,"Nuenen,drawing,landscape,Peasant Life",1883,"chalk on paper",2550,1560,1883,"Woman with a Fork in a Winter Landscape"
c0728efa-f97d-4b8c-809c-d168777641fd,"Paris,drawing,Figures,nude",1886,"chalk on paper",4730,3520,1886,"Standing Female Nude Seen from the Back"
a194ae7e-0844-42e7-a5df-cbe8ba1e5cfe,"Paris,sketch,drawing",1886,"pencil on paper",1980,1090,1886,"Palais du Luxembourg Seen from the Garden"
885799a7-0c4e-404a-b26e-08d251fe1fec,"Nuenen,painting,study,Figures,Heads,Peasant Life",1885,"oil on canvas",3000,4320,1885,"Head of a Woman"
2a78eeb0-4f5e-4ae6-a023-2b81e1cb15e7,"Paris,drawing,Cityscape",1887,"pencil on paper",2920,4600,1887,"Study of the Paris Ramparts"
8bc21467-2e7c-4f1a-b073-81acdb081be2,"Nuenen,painting,Figures,interior,Peasant Life",1885,"oil on canvas",11400,8200,1885,"The Potato Eaters"
48ba21d5-95b1-44a0-a8b6-e926a025876e,"Saint-Rémy-de-Provence,painting,Figures,Peasant Life",1889,"oil on canvas",2600,4000,1889,"Peasant Woman Bruising Flax (after Millet)"
86781ac1-093a-4af4-978e-2edbd6164abb,"Saint-Rémy-de-Provence,drawing,Nature",1889,"reed pen and pen and brush and ink",6240,4710,1889,"Wild Vegetation"
ab08e04d-2777-44f8-9620-6c4e2b46196c,"Saint-Rémy-de-Provence,drawing,Nature",1889,pencil,3090,4120,1889,"Tassel Hyacinth"
d419fcc4-0040-4f2b-90f7-4613720fbbd0,"",1885,pencil,1360,1020,1885,Notes
ee571c0e-da6e-4936-bd10-6120dd43113b,"Paris,drawing,Figures,Heads",1887,"chalk on paper",3490,2580,1887,"Head of a Man with a Top Hat"
f5f73c1c-985a-4398-a379-07d2b1bdd26b,"Nuenen,sketch,drawing",1885,"pencil on paper",750,1240,1885,"Two Perspective Frames and a Paint Box"
82dbfbce-41bf-4f41-9d35-6f0197057812,"Nuenen,sketch,drawing",1884,"chalk on paper",750,1240,"1884 - 1885",Arm
3ee73772-0ab2-4840-a305-f3387627ae46,"Saint-Rémy-de-Provence,painting,Portrait,Figures,Heads",1889,"oil on canvas",3660,5650,1889,"Portrait of a One-Eyed Man"
a6f27536-4ae5-49ad-9347-8dbba04eca75,"Nuenen,drawing,Figures,Peasant Life",1885,"chalk on paper",2260,2990,1885,"Woman Winding Yarn"
